iter	Logloss
374	0.07026363112
375	0.0701716622
376	0.07008539947
377	0.06998271546
378	0.06989769831
379	0.06978650274
380	0.0696854057
381	0.06955385724
382	0.06947168343
383	0.0693662098
384	0.06927549137
385	0.06916696474
386	0.06899590693
387	0.06891591217
388	0.06884001315
389	0.06874587953
390	0.06865582967
391	0.06854294789
392	0.06843334154
393	0.06834447528
394	0.06817610185
395	0.06807929759
396	0.06797891179
397	0.06790701829
398	0.06772907236
399	0.06765330616
400	0.06757254015
401	0.06748130295
402	0.06738899461
403	0.06728430901
404	0.06718411951
405	0.06708793197
406	0.0670025206
407	0.06693244519
408	0.06685960898
409	0.06677333263
410	0.06669636163
411	0.06658321378
412	0.06650121949
413	0.06640270687
414	0.06629465315
415	0.06613315187
416	0.06604990125
417	0.06585536906
418	0.06574636899
419	0.06566897367
420	0.06557892055
421	0.06548641196
422	0.06538652986
423	0.06530680347
424	0.06519665847
425	0.06509412593
426	0.06492832806
427	0.06485761506
428	0.06477601463
429	0.06468925897
430	0.06459163414
431	0.06451330153
432	0.06429357092
433	0.06419206671
434	0.06402569402
435	0.06383636231
436	0.06376344728
437	0.06366092739
438	0.06356558278
439	0.06349244596
440	0.06341055166
441	0.06332299768
442	0.06323073622
443	0.06313471977
444	0.06304688544
445	0.06295181607
446	0.06285791027
447	0.06278263956
448	0.06263945708
449	0.06257475909
450	0.0624741622
451	0.0623305039
452	0.06223602677
453	0.06216922212
454	0.06208792807
455	0.06200017967
456	0.06192051831
457	0.06182514411
458	0.06163395036
459	0.06151727311
460	0.06140284175
461	0.0612914245
462	0.06110809571
463	0.06103355245
464	0.06094804833
465	0.06088188689
466	0.06080780237
467	0.06072879729
468	0.06062673165
469	0.06055631274
470	0.06047742009
471	0.06039583696
472	0.06021771736
473	0.06013288401
474	0.06003896624
475	0.05992533569
476	0.05971709119
477	0.05962468292
478	0.05956313428
479	0.05949124696
480	0.05937990417
481	0.0592931502
482	0.05921992516
483	0.05914666769
484	0.05907962836
485	0.05901717669
486	0.05895896247
487	0.05880269501
488	0.0587170712
489	0.05862584065
490	0.05848989604
491	0.05834671313
492	0.05826758322
493	0.0581915752
494	0.05812415743
495	0.05802643138
496	0.057945892
497	0.05785666114
498	0.05774834655
499	0.05764686665
500	0.0575753076
501	0.05750042837
502	0.05743876695
503	0.05735323629
504	0.05724125343
505	0.05713057357
506	0.05695640404
507	0.05689840244
508	0.05682293527
509	0.05669446371
510	0.05663208378
511	0.05655651836
512	0.05649205759
513	0.05630735143
514	0.05620224015
515	0.05602842686
516	0.05595573525
517	0.05588496101
518	0.05580648189
519	0.05573034153
520	0.05566471241
521	0.0555861982
522	0.05552522009
523	0.05544796886
524	0.05537059288
525	0.05525114121
526	0.05517335924
527	0.05501354478
528	0.0549352625
529	0.05486181521
530	0.05479487002
531	0.05473302531
532	0.05467037595
533	0.05452140646
534	0.05441935471
535	0.05437023317
536	0.05416426561
537	0.05407416045
538	0.05399633124
539	0.05392824938
540	0.05386311323
541	0.05379252795
542	0.05372653324
543	0.05366127847
544	0.05359074454
545	0.05346884773
546	0.05338954224
547	0.05331957109
548	0.0532575119
549	0.05317033293
550	0.05311471903
551	0.05303604909
552	0.05297599421
553	0.05290344433
554	0.05282884629
555	0.05277131845
556	0.05265315543
557	0.05258102284
558	0.0525064563
559	0.05243990206
560	0.05236573435
561	0.05224159497
562	0.05216728485
563	0.05210334512
564	0.05202761741
565	0.05193886806
566	0.05187606876
567	0.05171850561
568	0.05158986083
569	0.0515227558
570	0.05146953098
571	0.05139475071
572	0.05132531478
573	0.05124616608
574	0.05118823669
575	0.05111813152
576	0.05102731315
577	0.05095493991
578	0.05090101008
579	0.05083464909
580	0.05076688645
581	0.0507047773
582	0.05064322612
583	0.05056523088
584	0.05049009236
585	0.05041934157
586	0.05030238748
587	0.05023587689
588	0.05016409056
589	0.05009915125
590	0.05003398291
591	0.04997261011
592	0.04990781746
593	0.04982498947
594	0.04976190418
595	0.04968211362
596	0.04960830398
597	0.04954066355
598	0.0494118712
599	0.049349392
600	0.04927866825
601	0.04920743666
602	0.0490594954
603	0.04900382091
604	0.04884507022
605	0.04877469702
606	0.04865615442
607	0.0485956631
608	0.04853712264
609	0.04846946218
610	0.04840764059
611	0.04827879518
612	0.04819382422
613	0.04811649528
614	0.04799886107
615	0.047876705
616	0.04782630833
617	0.04776046271
618	0.04769053846
619	0.04762725599
620	0.0475660285
621	0.04751338205
622	0.04745593811
623	0.04739962176
624	0.04726704438
625	0.0470865357
626	0.04701439198
627	0.04686317467
628	0.04680154204
629	0.04675297693
630	0.04668776889
631	0.04662724231
632	0.04656299911
633	0.04650218498
634	0.04643415413
635	0.04631301671
636	0.04625402152
637	0.04620016001
638	0.0460784179
639	0.04599833364
640	0.04594212752
641	0.04578404628
642	0.04571959786
643	0.04566296095
644	0.04560502249
645	0.04554948393
646	0.04549581172
647	0.04543273668
648	0.04537715482
649	0.04531599014
650	0.0452439705
651	0.04518666006
652	0.04512781071
653	0.04506891342
654	0.04500251544
655	0.0449467328
656	0.04489225732
657	0.04482814658
658	0.04477467532
659	0.04472231536
660	0.04466671398
661	0.04460134437
662	0.04446995699
663	0.04441709316
664	0.04436252304
665	0.04430441616
666	0.04421247942
667	0.04415614169
668	0.04410132508
669	0.04402734239
670	0.0439677161
671	0.04383526998
672	0.04374320983
673	0.04368268169
674	0.04356033955
675	0.04350702935
676	0.04344982073
677	0.0433988255
678	0.04334147482
679	0.04328942983
680	0.04323212673
681	0.04308633393
682	0.04303427578
683	0.0429815679
684	0.04285066789
685	0.04272114828
686	0.04266983024
687	0.04259022216
688	0.04253049728
689	0.04248451521
690	0.04242755066
691	0.04230104187
692	0.04224320663
693	0.0421240744
694	0.04206858066
695	0.04199401894
696	0.04185008924
697	0.04178577843
698	0.04173449582
699	0.04166386347
700	0.04161653863
701	0.04155420971
702	0.04150220651
703	0.0414463831
704	0.04139807031
705	0.04133851506
706	0.04128797649
707	0.04121747046
708	0.04108711648
709	0.0410350188
710	0.04098114785
711	0.04091668094
712	0.04082609245
713	0.04077788066
714	0.04071762364
715	0.04066872259
716	0.0406078754
717	0.04055437692
718	0.04050786339
719	0.04045414631
720	0.04040113462
721	0.04035121666
722	0.04027737245
723	0.04022387138
724	0.04017172748
725	0.04011359647
726	0.04006264298
727	0.03991514314
728	0.03987107691
729	0.03973041393
730	0.03960916255
731	0.03955839374
732	0.03951190231
733	0.03946411704
734	0.03941479886
735	0.03936632843
736	0.03929923897
737	0.03919006592
738	0.03914126722
739	0.03909371833
740	0.03904564382
741	0.03899795972
742	0.03895106022
743	0.03890442673
744	0.03879296651
745	0.03874612983
746	0.03870054262
747	0.03864859145
748	0.03860341641
749	0.03849386209
750	0.03844935629
751	0.03840421516
752	0.03835539504
753	0.03829199054
754	0.03815218583
755	0.03809964139
756	0.03805139227
757	0.03800331107
758	0.03792419661
759	0.03787550505
760	0.03779711922
761	0.03775314798
762	0.03771002792
763	0.03766371978
764	0.03761793302
765	0.03756050686
766	0.03750878761
767	0.03746418339
768	0.03734866546
769	0.0373021016
770	0.03725623061
771	0.03720991836
772	0.03716647397
773	0.03710488976
774	0.03698382117
775	0.03691258445
776	0.03679856162
777	0.03675625887
778	0.03665356218
779	0.03660989063
780	0.03651216654
781	0.03646769224
782	0.03642548004
783	0.03630950875
784	0.03626754609
785	0.0361343123
786	0.03609117632
787	0.03604266602
788	0.03596877425
789	0.03592611462
790	0.03588441419
791	0.03584224699
792	0.03580069768
793	0.03569720936
794	0.03564331652
795	0.03560071285
796	0.0355593592
797	0.03551725549
798	0.03546059631
799	0.03542027392
800	0.0352948857
801	0.03525412374
802	0.03515304796
803	0.03511071029
804	0.03504338412
805	0.03499538678
806	0.03494864288
807	0.03490803069
808	0.03479289048
809	0.03475277415
810	0.03469221713
811	0.03459544009
812	0.0345373101
813	0.03449681994
814	0.03437944812
815	0.03431569684
816	0.03427563185
817	0.03423015026
818	0.03418476813
819	0.03412214276
820	0.03408287114
821	0.03397203927
822	0.03393240939
823	0.03389254518
824	0.03385408469
825	0.03374055582
826	0.0336345728
827	0.03359523285
828	0.0335337755
829	0.03349474812
830	0.03345569864
831	0.03341626971
832	0.0333738343
833	0.03327303474
834	0.03321658542
835	0.03310239745
836	0.0330642204
837	0.03301706698
838	0.03297929189
839	0.03294179196
840	0.03290329183
841	0.03286559703
842	0.03282379509
843	0.03272949888
844	0.0326915149
845	0.0326543334
846	0.03261734149
847	0.0325565829
848	0.03250627233
849	0.03246970513
850	0.03243313247
851	0.03239561062
852	0.03231904261
853	0.03228258609
854	0.03224563096
855	0.03220994424
856	0.03213371662
857	0.03209846053
858	0.03199374659
859	0.03195735509
860	0.03192169565
861	0.03181889694
862	0.03177812155
863	0.03174309996
864	0.03170813305
865	0.03165043185
866	0.03161472348
867	0.03157453449
868	0.03153901908
869	0.03150349163
870	0.03146849322
871	0.03143314923
872	0.03139870394
873	0.03132256372
874	0.0312886284
875	0.03118724708
876	0.03109939289
877	0.03101946596
878	0.03092601646
879	0.03089149467
880	0.03085755525
881	0.03082304713
882	0.03078071683
883	0.03074664946
884	0.03071312778
885	0.03067940898
886	0.03064541444
887	0.03056249556
888	0.03052865714
889	0.03049500313
890	0.03046171737
891	0.03042837504
892	0.03033218623
893	0.03029897937
894	0.03019335888
895	0.03015999687
896	0.03006384967
897	0.03003099876
898	0.02999014867
899	0.02995311924
900	0.02992065806
901	0.02988791422
902	0.02982827316
903	0.02979597835
904	0.02968937778
905	0.02965669659
906	0.02961658042
907	0.02958409033
908	0.02955157797
909	0.02951556817
910	0.02948400097
911	0.02944795994
912	0.02940111915
913	0.02936921957
914	0.02931990661
915	0.02924309528
916	0.02920416632
917	0.02911380202
918	0.02908237047
919	0.0290510299
920	0.02901936411
921	0.02898815678
922	0.02895680852
923	0.02889941353
924	0.02886836232
925	0.02883722029
926	0.02880637137
927	0.02871826524
928	0.0286873571
929	0.02865688286
930	0.02856015468
931	0.0285258493
932	0.02849547853
933	0.02845799289
934	0.02837072073
935	0.02831353722
936	0.02828360798
937	0.02820151354
938	0.02817141305
939	0.02814075507
940	0.02811104386
941	0.02808129195
942	0.0280322478
943	0.02800253677
944	0.02797296027
945	0.0279433296
946	0.02791374106
947	0.02787742581
948	0.02779280359
949	0.02776003175
950	0.02771347417
951	0.027684287
952	0.02765497144
953	0.02762596115
954	0.02759682488
955	0.0275678936
956	0.02753255107
957	0.02745575073
958	0.02742671682
959	0.02734500901
960	0.02731579007
961	0.02728731563
962	0.02725866538
963	0.02722352542
964	0.02719530095
965	0.02711556584
966	0.02706082062
967	0.02703260189
968	0.02700470373
969	0.02697647685
970	0.02693552406
971	0.02690760819
972	0.02687954665
973	0.02685178278
974	0.02682449521
975	0.02679060955
976	0.02676315427
977	0.02673564191
978	0.02665631494
979	0.02662881635
980	0.02660139909
981	0.02657414064
982	0.02654705328
983	0.02649593234
984	0.02646889283
985	0.02639039094
986	0.02634059668
987	0.02631364727
988	0.02623582969
989	0.02620890964
990	0.02618212422
991	0.02615528701
992	0.02612851492
993	0.02610226283
994	0.02606972719
995	0.02604382146
996	0.02596683077
997	0.02593801552
998	0.02591161742
999	0.02587364115
